"Date(UTC)","OrderNo","Pair","Type","Side","Order Price","Order Amount","Time","Executed","Average Price","Trading total","Status"
"2026-03-09 11:47:43","58887603712","BTCUSDT","Market","BUY","0","0.00008BTC","2026-03-09 11:47:43","0.00008BTC","67705.61","5.4164488USDT","FILLED"
"2026-03-09 11:47:39","58887601057","BTCUSDT","Market","SELL","0","0.00008BTC","2026-03-09 11:47:39","0.00008BTC","67715.8","5.417264USDT","FILLED"
"2026-03-09 09:47:34","58883096918","BTCUSDT","Market","BUY","0","0.00008BTC","2026-03-09 09:47:34","0.00008BTC","68303.14","5.4642512USDT","FILLED"
"2026-03-09 09:47:29","58883090656","BTCUSDT","Market","SELL","0","0.00008BTC","2026-03-09 09:47:29","0.00008BTC","68275.27","5.4620216USDT","FILLED"
"2026-03-09 08:33:23","58879914987","BTCUSDT","Market","BUY","0","0.00008BTC","2026-03-09 08:33:23","0.00008BTC","67832","5.42656USDT","FILLED"
"2026-03-09 08:33:18","58879910280","BTCUSDT","Market","SELL","0","0.00008BTC","2026-03-09 08:33:18","0.00008BTC","67852.43","5.4281944USDT","FILLED"
"2026-03-09 07:47:49","58878015034","BTCUSDT","Market","BUY","0","0.00008BTC","2026-03-09 07:47:49","0.00008BTC","67440.6","5.395248USDT","FILLED"
"2026-03-09 07:47:44","58878013370","BTCUSDT","Market","SELL","0","0.00008BTC","2026-03-09 07:47:44","0.00008BTC","67433.62","5.3946896USDT","FILLED"
"2026-03-09 05:47:40","58873449218","BTCUSDT","Market","BUY","0","0.00008BTC","2026-03-09 05:47:40","0.00008BTC","67865.55","5.429244USDT","FILLED"
"2026-03-09 05:47:35","58873444119","BTCUSDT","Market","SELL","0","0.00008BTC","2026-03-09 05:47:35","0.00008BTC","67840.99","5.4272792USDT","FILLED"
"2026-03-09 05:15:52","58871887327","BTCUSDT","Market","BUY","0","0.00008BTC","2026-03-09 05:15:52","0.00008BTC","67150.86","5.3720688USDT","FILLED"
"2026-03-09 05:15:47","58871885530","BTCUSDT","Market","SELL","0","0.00008BTC","2026-03-09 05:15:47","0.00008BTC","67145.68","5.3716544USDT","FILLED"
"2026-03-09 03:15:47","58867295008","BTCUSDT","Market","BUY","0","0.00008BTC","2026-03-09 03:15:47","0.00008BTC","67402.01","5.3921608USDT","FILLED"
"2026-03-09 03:15:42","58867285159","BTCUSDT","Market","SELL","0","0.00008BTC","2026-03-09 03:15:42","0.00008BTC","67427.03","5.3941624USDT","FILLED"
"2026-03-09 03:04:41","58866320711","BTCUSDT","Market","BUY","0","0.00008BTC","2026-03-09 03:04:41","0.00008BTC","66938.77","5.3551016USDT","FILLED"
"2026-03-09 03:04:36","58866314970","BTCUSDT","Market","SELL","0","0.00009BTC","2026-03-09 03:04:36","0.00009BTC","66912.6","6.022134USDT","FILLED"
"2026-03-09 01:04:31","58860178795","BTCUSDT","Market","BUY","0","0.00009BTC","2026-03-09 01:04:31","0.00009BTC","66280.31","5.9652279USDT","FILLED"
"2026-03-09 01:04:26","58860175466","BTCUSDT","Market","SELL","0","0.00009BTC","2026-03-09 01:04:26","0.00009BTC","66280.15","5.9652135USDT","FILLED"
"2026-03-08 23:04:22","58853630942","BTCUSDT","Market","BUY","0","0.00009BTC","2026-03-08 23:04:22","0.00009BTC","66369.98","5.9732982USDT","FILLED"
"2026-03-08 23:04:17","58853626912","BTCUSDT","Market","SELL","0","0.00009BTC","2026-03-08 23:04:17","0.00009BTC","66382.3","5.974407USDT","FILLED"
"2026-03-08 22:04:37","58849449809","BTCUSDT","Market","BUY","0","0.00009BTC","2026-03-08 22:04:37","0.00009BTC","65970.74","5.9373666USDT","FILLED"
"2026-03-08 22:04:32","58849437703","BTCUSDT","Market","SELL","0","0.00008BTC","2026-03-08 22:04:32","0.00008BTC","65919.82","5.2735856USDT","FILLED"
"2026-03-08 20:08:48","58846405301","BTCUSDT","Market","BUY","0","0.00008BTC","2026-03-08 20:08:48","0.00008BTC","67218.05","5.377444USDT","FILLED"
"2026-03-08 20:08:43","58846404739","BTCUSDT","Market","SELL","0","0.00008BTC","2026-03-08 20:08:43","0.00008BTC","67218.04","5.3774432USDT","FILLED"
"2026-03-08 18:08:39","58843615472","BTCUSDT","Market","BUY","0","0.00008BTC","2026-03-08 18:08:39","0.00008BTC","66987.12","5.3589696USDT","FILLED"
"2026-03-08 18:04:31","58843566194","BTCUSDT","Market","SELL","0","0.00008BTC","2026-03-08 18:04:31","0.00008BTC","66982","5.35856USDT","FILLED"
"2026-03-08 08:28:08","58828449981","BTCUSDT","Market","BUY","0","0.00008BTC","2026-03-08 08:28:08","0.00008BTC","67270.13","5.3816104USDT","FILLED"
"2026-03-08 08:28:02","58828449431","BTCUSDT","Market","SELL","0","0.00008BTC","2026-03-08 08:28:02","0.00008BTC","67270.12","5.3816096USDT","FILLED"
"2026-03-08 06:28:03","58826029920","BTCUSDT","Market","BUY","0","0.00008BTC","2026-03-08 06:28:03","0.00008BTC","67103.43","5.3682744USDT","FILLED"
"2026-03-07 03:57:18","16651332553","SOLUSDT","Market","SELL","0","0.07SOL","2026-03-07 03:57:18","0.07SOL","84.43","5.9101USDT","FILLED"
"2026-03-07 01:57:15","16651034941","SOLUSDT","Market","BUY","0","0.07SOL","2026-03-07 01:57:15","0.07SOL","84.73","5.9311USDT","FILLED"
"2026-03-07 01:57:14","44502771733","ETHUSDT","Market","SELL","0","0.0032ETH","2026-03-07 01:57:14","0.0032ETH","1981.4","6.34048USDT","FILLED"
"2026-03-07 01:27:12","44502467261","ETHUSDT","Market","BUY","0","0.0032ETH","2026-03-07 01:27:12","0.0032ETH","1977.88","6.329216USDT","FILLED"
"2026-03-07 01:27:11","58792076198","BTCUSDT","Market","SELL","0","0.00009BTC","2026-03-07 01:27:11","0.00009BTC","68207.37","6.1386633USDT","FILLED"
"2026-03-07 00:57:11","58791569245","BTCUSDT","Market","BUY","0","0.00009BTC","2026-03-07 00:57:11","0.00009BTC","68334.77","6.1501293USDT","FILLED"
"2026-03-07 00:57:07","16650910581","SOLUSDT","Market","SELL","0","0.07SOL","2026-03-07 00:57:07","0.07SOL","84.76","5.9332USDT","FILLED"
"2026-03-07 00:27:05","16650852468","SOLUSDT","Market","BUY","0","0.07SOL","2026-03-07 00:27:05","0.07SOL","84.91","5.9437USDT","FILLED"
"2026-03-07 00:27:04","44501898671","ETHUSDT","Market","SELL","0","0.0032ETH","2026-03-07 00:27:04","0.0032ETH","1979.43","6.334176USDT","FILLED"
"2026-03-06 23:57:01","58790489576","BTCUSDT","Market","SELL","0","0.00009BTC","2026-03-06 23:57:01","0.00009BTC","68113.94","6.1302546USDT","FILLED"
"2026-03-06 23:57:01","44501589269","ETHUSDT","Market","BUY","0","0.0032ETH","2026-03-06 23:57:01","0.0032ETH","1978.06","6.329792USDT","FILLED"
"2026-03-06 23:26:58","58790066116","BTCUSDT","Market","BUY","0","0.00009BTC","2026-03-06 23:26:58","0.00009BTC","68332.15","6.1498935USDT","FILLED"
"2026-03-06 23:26:53","16650719255","SOLUSDT","Market","SELL","0","0.07SOL","2026-03-06 23:26:53","0.07SOL","84.96","5.9472USDT","FILLED"
"2026-03-06 22:56:51","16650660064","SOLUSDT","Market","BUY","0","0.07SOL","2026-03-06 22:56:51","0.07SOL","85","5.95USDT","FILLED"
"2026-03-06 22:56:50","44500955763","ETHUSDT","Market","SELL","0","0.0032ETH","2026-03-06 22:56:50","0.0032ETH","1988.16","6.362112USDT","FILLED"
"2026-03-06 22:26:48","58788985336","BTCUSDT","Market","SELL","0","0.00009BTC","2026-03-06 22:26:48","0.00009BTC","68318.37","6.1486533USDT","FILLED"
"2026-03-06 22:26:48","44500644790","ETHUSDT","Market","BUY","0","0.0032ETH","2026-03-06 22:26:48","0.0032ETH","1984.77","6.351264USDT","FILLED"
"2026-03-06 21:56:44","58788462138","BTCUSDT","Market","BUY","0","0.00009BTC","2026-03-06 21:56:44","0.00009BTC","68259.34","6.1433406USDT","FILLED"
"2026-03-06 21:56:40","16650527896","SOLUSDT","Market","SELL","0","0.07SOL","2026-03-06 21:56:40","0.07SOL","84.64","5.9248USDT","FILLED"
"2026-03-06 21:26:38","16650452633","SOLUSDT","Market","BUY","0","0.07SOL","2026-03-06 21:26:38","0.07SOL","84.5","5.915USDT","FILLED"
"2026-03-06 21:26:37","44499948060","ETHUSDT","Market","SELL","0","0.0032ETH","2026-03-06 21:26:37","0.0032ETH","1972.26","6.311232USDT","FILLED"
"2026-03-06 21:05:41","44499661217","ETHUSDT","Market","BUY","0","0.0032ETH","2026-03-06 21:05:41","0.0032ETH","1980.2","6.33664USDT","FILLED"
"2026-03-06 21:05:40","58787299062","BTCUSDT","Market","SELL","0","0.00009BTC","2026-03-06 21:05:40","0.00009BTC","68150.28","6.1335252USDT","FILLED"
"2026-03-06 20:35:37","58785931593","BTCUSDT","Market","BUY","0","0.00009BTC","2026-03-06 20:35:37","0.00009BTC","67814.68","6.1033212USDT","FILLED"
"2026-03-06 20:35:34","16650242821","SOLUSDT","Market","SELL","0","0.07SOL","2026-03-06 20:35:34","0.07SOL","84.57","5.9199USDT","FILLED"
"2026-03-06 20:22:02","16650176376","SOLUSDT","Market","BUY","0","0.07SOL","2026-03-06 20:22:02","0.07SOL","84.92","5.9444USDT","FILLED"
"2026-03-06 20:22:01","44498239246","ETHUSDT","Market","SELL","0","0.0032ETH","2026-03-06 20:22:01","0.0032ETH","1979.06","6.332992USDT","FILLED"
"2026-03-06 19:51:59","44497424752","ETHUSDT","Market","BUY","0","0.0032ETH","2026-03-06 19:51:59","0.0032ETH","1982.25","6.3432USDT","FILLED"
"2026-03-06 19:51:59","58784041435","BTCUSDT","Market","SELL","0","0.00009BTC","2026-03-06 19:51:59","0.00009BTC","68048.08","6.1243272USDT","FILLED"
"2026-03-06 19:21:56","58782810613","BTCUSDT","Market","BUY","0","0.00009BTC","2026-03-06 19:21:56","0.00009BTC","68295.48","6.1465932USDT","FILLED"
"2026-03-06 19:21:52","16649886553","SOLUSDT","Market","SELL","0","0.07SOL","2026-03-06 19:21:52","0.07SOL","85.61","5.9927USDT","FILLED"
"2026-03-06 18:51:49","44495769760","ETHUSDT","Market","SELL","0","0.0037ETH","2026-03-06 18:51:49","0.0037ETH","1972.76","7.299212USDT","FILLED"
"2026-03-06 18:51:49","16649735213","SOLUSDT","Market","BUY","0","0.08SOL","2026-03-06 18:51:49","0.08SOL","85.25","6.82USDT","FILLED"
"2026-03-06 18:31:32","44495152242","ETHUSDT","Market","BUY","0","0.0037ETH","2026-03-06 18:31:32","0.0037ETH","1981.81","7.332697USDT","FILLED"
"2026-03-06 18:31:31","58780692222","BTCUSDT","Market","SELL","0","0.0001BTC","2026-03-06 18:31:31","0.0001BTC","68434.84","6.843484USDT","FILLED"
"2026-03-06 18:01:29","58779018470","BTCUSDT","Market","BUY","0","0.0001BTC","2026-03-06 18:01:29","0.0001BTC","68112.66","6.811266USDT","FILLED"
"2026-03-06 18:01:25","16649393984","SOLUSDT","Market","SELL","0","0.08SOL","2026-03-06 18:01:25","0.08SOL","84.48","6.7584USDT","FILLED"
"2026-03-06 17:37:03","16649187831","SOLUSDT","Market","BUY","0","0.08SOL","2026-03-06 17:37:03","0.08SOL","83.95","6.716USDT","FILLED"
"2026-03-06 17:37:02","44492669663","ETHUSDT","Market","SELL","0","0.0037ETH","2026-03-06 17:37:02","0.0037ETH","1961.7","7.25829USDT","FILLED"
"2026-03-06 17:24:41","58776470141","BTCUSDT","Market","SELL","0","0.0001BTC","2026-03-06 17:24:41","0.0001BTC","68409.28","6.840928USDT","FILLED"
"2026-03-06 17:24:41","44492058221","ETHUSDT","Market","BUY","0","0.0037ETH","2026-03-06 17:24:41","0.0037ETH","1974.14","7.304318USDT","FILLED"
"2026-03-06 16:54:38","58774618932","BTCUSDT","Market","BUY","0","0.0001BTC","2026-03-06 16:54:38","0.0001BTC","68453.81","6.845381USDT","FILLED"
"2026-03-06 16:54:34","16648827543","SOLUSDT","Market","SELL","0","0.08SOL","2026-03-06 16:54:34","0.08SOL","84.3","6.744USDT","FILLED"
"2026-03-06 16:51:13","16648798961","SOLUSDT","Market","BUY","0","0.08SOL","2026-03-06 16:51:13","0.08SOL","84.68","6.7744USDT","FILLED"
"2026-03-06 16:51:13","44490708005","ETHUSDT","Market","SELL","0","0.0037ETH","2026-03-06 16:51:13","0.0037ETH","1975.78","7.310386USDT","FILLED"
"2026-03-06 16:21:11","44489386978","ETHUSDT","Market","BUY","0","0.0037ETH","2026-03-06 16:21:11","0.0037ETH","1972.77","7.299249USDT","FILLED"
"2026-03-06 16:21:10","58772461352","BTCUSDT","Market","SELL","0","0.0001BTC","2026-03-06 16:21:10","0.0001BTC","68394.27","6.839427USDT","FILLED"
"2026-03-06 15:51:08","58770538729","BTCUSDT","Market","BUY","0","0.0001BTC","2026-03-06 15:51:08","0.0001BTC","68428.02","6.842802USDT","FILLED"
"2026-03-06 15:51:03","16648214787","SOLUSDT","Market","SELL","0","0.08SOL","2026-03-06 15:51:03","0.08SOL","84.42","6.7536USDT","FILLED"
"2026-03-06 15:45:32","44487375362","ETHUSDT","Market","SELL","0","0.0037ETH","2026-03-06 15:45:32","0.0037ETH","1983.77","7.339949USDT","FILLED"
"2026-03-06 15:45:32","16648160969","SOLUSDT","Market","BUY","0","0.08SOL","2026-03-06 15:45:32","0.08SOL","84.77","6.7816USDT","FILLED"
"2026-03-06 15:15:30","44485684188","ETHUSDT","Market","BUY","0","0.0037ETH","2026-03-06 15:15:30","0.0037ETH","1986.8","7.35116USDT","FILLED"
"2026-03-06 15:15:29","58768286420","BTCUSDT","Market","SELL","0","0.0001BTC","2026-03-06 15:15:29","0.0001BTC","68666.84","6.866684USDT","FILLED"
"2026-03-06 14:59:18","58766791223","BTCUSDT","Market","BUY","0","0.0001BTC","2026-03-06 14:59:18","0.0001BTC","68236.78","6.823678USDT","FILLED"
"2026-03-06 14:59:14","16647499067","SOLUSDT","Market","SELL","0","0.08SOL","2026-03-06 14:59:14","0.08SOL","84","6.72USDT","FILLED"
"2026-03-06 14:50:33","16647336593","SOLUSDT","Market","BUY","0","0.08SOL","2026-03-06 14:50:33","0.08SOL","84.33","6.7464USDT","FILLED"
"2026-03-06 14:50:32","44483365609","ETHUSDT","Market","SELL","0","0.0037ETH","2026-03-06 14:50:32","0.0037ETH","1977.87","7.318119USDT","FILLED"
"2026-03-06 14:37:51","58764537508","BTCUSDT","Market","SELL","0","0.0001BTC","2026-03-06 14:37:51","0.0001BTC","68465","6.8465USDT","FILLED"
"2026-03-06 14:37:51","44481873507","ETHUSDT","Market","BUY","0","0.0037ETH","2026-03-06 14:37:51","0.0037ETH","1985.59","7.346683USDT","FILLED"
"2026-03-06 14:10:23","58762316902","BTCUSDT","Market","BUY","0","0.0001BTC","2026-03-06 14:10:23","0.0001BTC","68750.01","6.875001USDT","FILLED"
"2026-03-06 14:10:19","16646536293","SOLUSDT","Market","SELL","0","0.08SOL","2026-03-06 14:10:19","0.08SOL","84.99","6.7992USDT","FILLED"
"2026-03-06 14:00:43","44478661165","ETHUSDT","Market","SELL","0","0.0037ETH","2026-03-06 14:00:43","0.0037ETH","2015.63","7.457831USDT","FILLED"
"2026-03-06 14:00:43","16646353073","SOLUSDT","Market","BUY","0","0.08SOL","2026-03-06 14:00:43","0.08SOL","85.34","6.8272USDT","FILLED"
"2026-03-06 13:59:13","44478501609","ETHUSDT","Market","BUY","0","0.0037ETH","2026-03-06 13:59:13","0.0037ETH","2023.39","7.486543USDT","FILLED"
"2026-03-06 13:59:12","58761327865","BTCUSDT","Market","SELL","0","0.00011BTC","2026-03-06 13:59:12","0.00011BTC","69289.3","7.621823USDT","FILLED"
"2026-03-06 13:55:47","58761003476","BTCUSDT","Market","BUY","0","0.00011BTC","2026-03-06 13:55:47","0.00011BTC","69583.45","7.6541795USDT","FILLED"
"2026-03-06 13:55:43","16646227900","SOLUSDT","Market","SELL","0","0.08SOL","2026-03-06 13:55:43","0.08SOL","86.09","6.8872USDT","FILLED"
"2026-03-06 13:40:22","16646042713","SOLUSDT","Market","BUY","0","0.08SOL","2026-03-06 13:40:22","0.08SOL","86.56","6.9248USDT","FILLED"
"2026-03-06 13:40:21","44477328434","ETHUSDT","Market","SELL","0","0.0037ETH","2026-03-06 13:40:21","0.0037ETH","2049.85","7.584445USDT","FILLED"
"2026-03-06 13:35:06","44476990303","ETHUSDT","Market","BUY","0","0.0037ETH","2026-03-06 13:35:06","0.0037ETH","2061.8","7.62866USDT","FILLED"
"2026-03-06 13:35:05","58759732290","BTCUSDT","Market","SELL","0","0.00011BTC","2026-03-06 13:35:05","0.00011BTC","70303.99","7.7334389USDT","FILLED"
"2026-03-06 13:30:10","58759233110","BTCUSDT","Market","BUY","0","0.00011BTC","2026-03-06 13:30:10","0.00011BTC","69854.79","7.6840269USDT","FILLED"
"2026-03-06 13:30:05","16645833074","SOLUSDT","Market","SELL","0","0.08SOL","2026-03-06 13:30:05","0.08SOL","86.15","6.892USDT","FILLED"
"2026-03-06 13:09:44","16645683499","SOLUSDT","Market","BUY","0","0.08SOL","2026-03-06 13:09:44","0.08SOL","86.55","6.924USDT","FILLED"
"2026-03-06 13:09:43","44475833306","ETHUSDT","Market","SELL","0","0.0037ETH","2026-03-06 13:09:43","0.0037ETH","2049.1","7.58167USDT","FILLED"
"2026-03-06 12:39:40","58757385415","BTCUSDT","Market","SELL","0","0.00011BTC","2026-03-06 12:39:40","0.00011BTC","69750.31","7.6725341USDT","FILLED"
"2026-03-06 12:39:40","44475032812","ETHUSDT","Market","BUY","0","0.0037ETH","2026-03-06 12:39:40","0.0037ETH","2042.05","7.555585USDT","FILLED"
"2026-03-06 12:09:37","58756184039","BTCUSDT","Market","BUY","0","0.00011BTC","2026-03-06 12:09:37","0.00011BTC","69862.3","7.684853USDT","FILLED"
"2026-03-06 12:09:33","16645229054","SOLUSDT","Market","SELL","0","0.08SOL","2026-03-06 12:09:33","0.08SOL","86.5","6.92USDT","FILLED"
"2026-03-06 12:07:33","44473814681","ETHUSDT","Market","SELL","0","0.0038ETH","2026-03-06 12:07:33","0.0038ETH","2044.55","7.76929USDT","FILLED"
"2026-03-06 12:07:33","16645192657","SOLUSDT","Market","BUY","0","0.08SOL","2026-03-06 12:07:33","0.08SOL","86.92","6.9536USDT","FILLED"
"2026-03-06 11:46:01","44473175450","ETHUSDT","Market","BUY","0","0.0038ETH","2026-03-06 11:46:01","0.0038ETH","2054.47","7.806986USDT","FILLED"
"2026-03-06 11:46:00","58755308822","BTCUSDT","Market","SELL","0","0.00011BTC","2026-03-06 11:46:00","0.00011BTC","70312.07","7.7343277USDT","FILLED"
"2026-03-06 11:39:55","58755058196","BTCUSDT","Market","BUY","0","0.00011BTC","2026-03-06 11:39:55","0.00011BTC","70599.01","7.7658911USDT","FILLED"
"2026-03-06 11:39:50","16645020032","SOLUSDT","Market","SELL","0","0.08SOL","2026-03-06 11:39:50","0.08SOL","87.81","7.0248USDT","FILLED"
"2026-03-06 11:09:48","16644916579","SOLUSDT","Market","BUY","0","0.08SOL","2026-03-06 11:09:48","0.08SOL","87.77","7.0216USDT","FILLED"
"2026-03-06 11:09:47","44472441112","ETHUSDT","Market","SELL","0","0.0038ETH","2026-03-06 11:09:47","0.0038ETH","2061.14","7.832332USDT","FILLED"
"2026-03-06 10:39:45","44471910919","ETHUSDT","Market","BUY","0","0.0038ETH","2026-03-06 10:39:45","0.0038ETH","2063.25","7.84035USDT","FILLED"
"2026-03-06 10:39:44","58753461227","BTCUSDT","Market","SELL","0","0.00011BTC","2026-03-06 10:39:44","0.00011BTC","70553.31","7.7608641USDT","FILLED"
"2026-03-06 10:09:42","58752634561","BTCUSDT","Market","BUY","0","0.00011BTC","2026-03-06 10:09:42","0.00011BTC","70658.01","7.7723811USDT","FILLED"
"2026-03-06 10:09:37","16644665797","SOLUSDT","Market","SELL","0","0.09SOL","2026-03-06 10:09:37","0.09SOL","87.63","7.8867USDT","FILLED"
"2026-03-06 09:39:35","16644482765","SOLUSDT","Market","BUY","0","0.09SOL","2026-03-06 09:39:35","0.09SOL","87.31","7.8579USDT","FILLED"
"2026-03-06 09:39:35","44470429345","ETHUSDT","Market","SELL","0","0.0038ETH","2026-03-06 09:39:35","0.0038ETH","2047.35","7.77993USDT","FILLED"
"2026-03-06 09:17:48","44469564712","ETHUSDT","Market","BUY","0","0.0038ETH","2026-03-06 09:17:48","0.0038ETH","2055.28","7.810064USDT","FILLED"
"2026-03-06 09:17:47","58750368729","BTCUSDT","Market","SELL","0","0.00011BTC","2026-03-06 09:17:47","0.00011BTC","70414.86","7.7456346USDT","FILLED"
"2026-03-06 08:57:00","58749579527","BTCUSDT","Market","BUY","0","0.00011BTC","2026-03-06 08:57:00","0.00011BTC","70772.85","7.7850135USDT","FILLED"
"2026-03-06 08:56:56","16644154509","SOLUSDT","Market","SELL","0","0.09SOL","2026-03-06 08:56:56","0.09SOL","88.28","7.9452USDT","FILLED"
"2026-03-06 08:26:54","16644021739","SOLUSDT","Market","BUY","0","0.09SOL","2026-03-06 08:26:54","0.09SOL","88.4","7.956USDT","FILLED"
"2026-03-06 08:26:53","44468466757","ETHUSDT","Market","SELL","0","0.0038ETH","2026-03-06 08:26:53","0.0038ETH","2077.96","7.896248USDT","FILLED"
"2026-03-06 07:56:50","58747343460","BTCUSDT","Market","SELL","0","0.00011BTC","2026-03-06 07:56:50","0.00011BTC","71071.22","7.8178342USDT","FILLED"
"2026-03-06 07:56:50","44467858449","ETHUSDT","Market","BUY","0","0.0038ETH","2026-03-06 07:56:50","0.0038ETH","2083.13","7.915894USDT","FILLED"
"2026-03-06 07:26:47","58746082434","BTCUSDT","Market","BUY","0","0.00011BTC","2026-03-06 07:26:47","0.00011BTC","70804.93","7.7885423USDT","FILLED"
"2026-03-06 07:26:42","16643734226","SOLUSDT","Market","SELL","0","0.09SOL","2026-03-06 07:26:42","0.09SOL","88.66","7.9794USDT","FILLED"
"2026-03-06 07:11:26","44466949772","ETHUSDT","Market","SELL","0","0.0038ETH","2026-03-06 07:11:26","0.0038ETH","2070.31","7.867178USDT","FILLED"
"2026-03-06 07:11:26","16643662855","SOLUSDT","Market","BUY","0","0.09SOL","2026-03-06 07:11:26","0.09SOL","87.94","7.9146USDT","FILLED"
"2026-03-06 06:41:23","44466369291","ETHUSDT","Market","BUY","0","0.0038ETH","2026-03-06 06:41:23","0.0038ETH","2070.25","7.86695USDT","FILLED"
"2026-03-06 06:41:23","58744243572","BTCUSDT","Market","SELL","0","0.00011BTC","2026-03-06 06:41:23","0.00011BTC","70504.03","7.7554433USDT","FILLED"
"2026-03-06 06:11:20","58743384815","BTCUSDT","Market","BUY","0","0.00011BTC","2026-03-06 06:11:20","0.00011BTC","70286.55","7.7315205USDT","FILLED"
"2026-03-06 06:11:16","16643429442","SOLUSDT","Market","SELL","0","0.09SOL","2026-03-06 06:11:16","0.09SOL","87.69","7.8921USDT","FILLED"
"2026-03-06 05:41:13","44465001127","ETHUSDT","Market","SELL","0","0.0038ETH","2026-03-06 05:41:13","0.0038ETH","2060.41","7.829558USDT","FILLED"
"2026-03-06 05:41:13","16643279981","SOLUSDT","Market","BUY","0","0.09SOL","2026-03-06 05:41:13","0.09SOL","87.55","7.8795USDT","FILLED"
"2026-03-06 05:11:11","44464166418","ETHUSDT","Market","BUY","0","0.0038ETH","2026-03-06 05:11:11","0.0038ETH","2067.2","7.85536USDT","FILLED"
"2026-03-06 05:11:10","58740641798","BTCUSDT","Market","SELL","0","0.00011BTC","2026-03-06 05:11:10","0.00011BTC","70459.51","7.7505461USDT","FILLED"
"2026-03-06 04:41:07","58739237390","BTCUSDT","Market","BUY","0","0.00011BTC","2026-03-06 04:41:07","0.00011BTC","70331.25","7.7364375USDT","FILLED"
"2026-03-06 04:41:02","16642949736","SOLUSDT","Market","SELL","0","0.09SOL","2026-03-06 04:41:02","0.09SOL","87.76","7.8984USDT","FILLED"
"2026-03-06 04:39:27","44463140306","ETHUSDT","Market","SELL","0","0.0038ETH","2026-03-06 04:39:27","0.0038ETH","2070.34","7.867292USDT","FILLED"
"2026-03-06 04:39:27","16642927314","SOLUSDT","Market","BUY","0","0.09SOL","2026-03-06 04:39:27","0.09SOL","88.24","7.9416USDT","FILLED"
"2026-03-06 04:14:10","44462552134","ETHUSDT","Market","BUY","0","0.0038ETH","2026-03-06 04:14:10","0.0038ETH","2078.92","7.899896USDT","FILLED"
"2026-03-06 04:14:09","58738305048","BTCUSDT","Market","SELL","0","0.00011BTC","2026-03-06 04:14:09","0.00011BTC","70920.89","7.8012979USDT","FILLED"
"2026-03-06 03:44:07","58737381763","BTCUSDT","Market","BUY","0","0.00011BTC","2026-03-06 03:44:07","0.00011BTC","71118.37","7.8230207USDT","FILLED"
"2026-03-06 03:44:03","16642712148","SOLUSDT","Market","SELL","0","0.09SOL","2026-03-06 03:44:03","0.09SOL","88.39","7.9551USDT","FILLED"
"2026-03-06 03:14:00","16642578440","SOLUSDT","Market","BUY","0","0.09SOL","2026-03-06 03:14:00","0.09SOL","88.23","7.9407USDT","FILLED"
"2026-03-06 03:13:59","44461041463","ETHUSDT","Market","SELL","0","0.0038ETH","2026-03-06 03:13:59","0.0038ETH","2077.83","7.895754USDT","FILLED"
"2026-03-06 02:48:32","44460468613","ETHUSDT","Market","BUY","0","0.0038ETH","2026-03-06 02:48:32","0.0038ETH","2086.57","7.928966USDT","FILLED"
"2026-03-06 02:48:32","58735424707","BTCUSDT","Market","SELL","0","0.00011BTC","2026-03-06 02:48:32","0.00011BTC","71282","7.84102USDT","FILLED"
"2026-03-06 02:18:29","58734117895","BTCUSDT","Market","BUY","0","0.00011BTC","2026-03-06 02:18:29","0.00011BTC","71183.32","7.8301652USDT","FILLED"
"2026-03-06 02:18:25","16642181611","SOLUSDT","Market","SELL","0","0.09SOL","2026-03-06 02:18:25","0.09SOL","88.71","7.9839USDT","FILLED"
"2026-03-06 02:01:43","16642076425","SOLUSDT","Market","BUY","0","0.09SOL","2026-03-06 02:01:43","0.09SOL","89.03","8.0127USDT","FILLED"
"2026-03-06 02:01:43","44458993026","ETHUSDT","Market","SELL","0","0.0039ETH","2026-03-06 02:01:43","0.0039ETH","2086.98","8.139222USDT","FILLED"
"2026-03-06 01:31:40","44457800937","ETHUSDT","Market","BUY","0","0.004ETH","2026-03-06 01:31:40","0.004ETH","2081.35","8.3254USDT","FILLED"
"2026-03-06 01:31:40","58731518714","BTCUSDT","Market","SELL","0","0.00011BTC","2026-03-06 01:31:40","0.00011BTC","70831.98","7.7915178USDT","FILLED"
"2026-03-06 01:28:20","58731240902","BTCUSDT","Market","BUY","0","0.00011BTC","2026-03-06 01:28:20","0.00011BTC","70393.16","7.7432476USDT","FILLED"
"2026-03-06 01:28:15","16641800042","SOLUSDT","Market","SELL","0","0.09SOL","2026-03-06 01:28:15","0.09SOL","88.03","7.9227USDT","FILLED"
"2026-03-06 01:26:56","16641773673","SOLUSDT","Market","BUY","0","0.09SOL","2026-03-06 01:26:56","0.09SOL","88.38","7.9542USDT","FILLED"
"2026-03-06 01:26:55","44457468614","ETHUSDT","Market","SELL","0","0.004ETH","2026-03-06 01:26:55","0.004ETH","2065.08","8.26032USDT","FILLED"
"2026-03-06 01:05:03","44456840481","ETHUSDT","Market","BUY","0","0.004ETH","2026-03-06 01:05:03","0.004ETH","2074.57","8.29828USDT","FILLED"
"2026-03-06 01:05:03","58730178372","BTCUSDT","Market","SELL","0","0.00011BTC","2026-03-06 01:05:03","0.00011BTC","70912.17","7.8003387USDT","FILLED"
"2026-03-06 00:35:00","58729175798","BTCUSDT","Market","BUY","0","0.00011BTC","2026-03-06 00:35:00","0.00011BTC","70933.78","7.8027158USDT","FILLED"
